<<<<<<< HEAD
,Date,Year,Month,Day,Tmax_C,Tmin_C,Srad,Ws_2m,q,Prcp,ETr
0,01/01/1979,1979,1,1,-8.209997559,-19.94026794,166.3840179,4.3444472880000005,0.000778995,0.42697197200000003,1.3388676640000001
1,01/02/1979,1979,1,2,-8.149450684,-22.36031189,127.85429380000001,0.8920511320000001,0.000677533,0.0,0.66496104
2,01/03/1979,1979,1,3,-1.859289551,-15.90970459,116.10872649999999,1.444124915,0.001271301,0.0,1.0983511209999999
3,01/04/1979,1979,1,4,1.9202209469999998,-7.880133057,112.4357376,1.7086388630000002,0.002072729,3.7857964039999996,1.421888709
4,01/05/1979,1979,1,5,2.790032959,-7.740576172000001,106.3029785,1.839629415,0.002374745,1.9526753430000001,1.4090523719999999
5,01/06/1979,1979,1,6,2.620782471,-2.9004882810000003,52.26137543,1.330669104,0.00313393,1.411847591,1.085059285
6,01/07/1979,1979,1,7,1.780603027,-10.69946899,126.6677399,2.2407457269999997,0.002281179,0.42697197200000003,1.3288420440000002
7,01/08/1979,1979,1,8,-1.729559326,-14.89023437,123.96132659999998,0.9105246659999999,0.001362103,0.0,0.8998404740000001
8,01/09/1979,1979,1,9,0.680963135,-13.18018188,116.97531129999999,1.691017992,0.001932578,0.0,1.159217596
9,01/10/1979,1979,1,10,-0.10977783199999999,-10.72980347,125.62116999999999,1.213494761,0.0019629770000000003,0.0,1.022246242
10,01/11/1979,1979,1,11,2.3106628419999997,-8.939672852000001,100.716835,0.9997203720000001,0.002444623,3.717481375,0.985055566
11,01/12/1979,1979,1,12,3.759942627,-2.650488281,92.04431152,2.117914455,0.0031453790000000002,0.0,1.528367877
12,01/13/1979,1979,1,13,1.680535889,-12.98966064,135.3535919,3.968262655,0.0018966520000000002,0.0,1.8875362869999999
13,01/14/1979,1979,1,14,0.43016967799999994,-15.88059082,122.0348358,2.033589708,0.0016964920000000002,0.0,1.2973130940000002
14,01/15/1979,1979,1,15,3.1606994630000003,-4.7598327639999995,90.54445648,1.548068046,0.002743481,0.0,1.3442229030000001
15,01/16/1979,1979,1,16,4.120721436,-1.9696105959999999,94.12412262,1.687583623,0.00326816,1.0418076520000001,1.429739237
16,01/17/1979,1979,1,17,4.480249023,-0.969580078,101.0634689,2.620179806,0.003541356,1.884360194,1.7104989290000001
